"AUDTYR11.Code.or.Value","AUDTYR11.Value.Description","AUDTYR11.Count","AUDTYR11.Cumulative","AUDTYR11.Skip.to.Item"
"0 to 1.72","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
