"DXXPT76X.Code.or.Value","DXXPT76X.Value.Description","DXXPT76X.Count","DXXPT76X.Cumulative","DXXPT76X.Skip.to.Item"
"115.9 to 755","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
