"DXXPT67Y.Code.or.Value","DXXPT67Y.Value.Description","DXXPT67Y.Count","DXXPT67Y.Cumulative","DXXPT67Y.Skip.to.Item"
"97.8 to 333","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
