"WTSPH29.Code.or.Value","WTSPH29.Value.Description","WTSPH29.Count","WTSPH29.Cumulative","WTSPH29.Skip.to.Item"
"0.0000000 to 789325.0018400","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
