"DXXPT8X.Code.or.Value","DXXPT8X.Value.Description","DXXPT8X.Count","DXXPT8X.Cumulative","DXXPT8X.Skip.to.Item"
"-34.9 to 484.8","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
