"DXXPT86X.Code.or.Value","DXXPT86X.Value.Description","DXXPT86X.Count","DXXPT86X.Cumulative","DXXPT86X.Skip.to.Item"
"183.6 to 827.1","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
