"AUXLR201.Code.or.Value","AUXLR201.Value.Description","AUXLR201.Count","AUXLR201.Cumulative","AUXLR201.Skip.to.Item"
"-33 to 74","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
