"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"87.9 to 282","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
