"CBQ895.Code.or.Value","CBQ895.Value.Description","CBQ895.Count","CBQ895.Cumulative","CBQ895.Skip.to.Item"
"1","Yes",402,402,""
"2","No",906,1308,"CBQ615"
"7","Refused",0,1308,"CBQ615"
"9","Don't know",0,1308,"CBQ615"
".","Missing",3956,5264,""
