"DXXPT11X.Code.or.Value","DXXPT11X.Value.Description","DXXPT11X.Count","DXXPT11X.Cumulative","DXXPT11X.Skip.to.Item"
"455.2 to 1054.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
