"DXXPT57X.Code.or.Value","DXXPT57X.Value.Description","DXXPT57X.Count","DXXPT57X.Cumulative","DXXPT57X.Skip.to.Item"
"527.4 to 1105.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
