"AUXLR233.Code.or.Value","AUXLR233.Value.Description","AUXLR233.Count","AUXLR233.Cumulative","AUXLR233.Skip.to.Item"
"-11 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
