"DXXPT70Y.Code.or.Value","DXXPT70Y.Value.Description","DXXPT70Y.Count","DXXPT70Y.Cumulative","DXXPT70Y.Skip.to.Item"
"99.1 to 288.5","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
