"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"82.8 to 268.3","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
