"DXXPT89Y.Code.or.Value","DXXPT89Y.Value.Description","DXXPT89Y.Count","DXXPT89Y.Cumulative","DXXPT89Y.Skip.to.Item"
"128.8 to 358.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
