"DXXPT90X.Code.or.Value","DXXPT90X.Value.Description","DXXPT90X.Count","DXXPT90X.Cumulative","DXXPT90X.Skip.to.Item"
"-4.9 to 441.6","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
