"AUXLR232.Code.or.Value","AUXLR232.Value.Description","AUXLR232.Count","AUXLR232.Cumulative","AUXLR232.Skip.to.Item"
"-31 to 76","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
