"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"283.1 to 924.5","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
