"AUXRR170.Code.or.Value","AUXRR170.Value.Description","AUXRR170.Count","AUXRR170.Cumulative","AUXRR170.Skip.to.Item"
"-14 to 132","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
