"TYXP015.Code.or.Value","TYXP015.Value.Description","TYXP015.Count","TYXP015.Cumulative","TYXP015.Skip.to.Item"
"17 to 192","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
