"AUXLR272.Code.or.Value","AUXLR272.Value.Description","AUXLR272.Count","AUXLR272.Cumulative","AUXLR272.Skip.to.Item"
"-19 to 50","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
