"AUXLR204.Code.or.Value","AUXLR204.Value.Description","AUXLR204.Count","AUXLR204.Cumulative","AUXLR204.Skip.to.Item"
"-30 to 60","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
