"DXXPT30X.Code.or.Value","DXXPT30X.Value.Description","DXXPT30X.Count","DXXPT30X.Cumulative","DXXPT30X.Skip.to.Item"
"22.1 to 482.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
