"DXXPT64X.Code.or.Value","DXXPT64X.Value.Description","DXXPT64X.Count","DXXPT64X.Cumulative","DXXPT64X.Skip.to.Item"
"438.6 to 1024.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
