"DXXPT13Y.Code.or.Value","DXXPT13Y.Value.Description","DXXPT13Y.Count","DXXPT13Y.Cumulative","DXXPT13Y.Skip.to.Item"
"155.3 to 389.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
