"DXXPT46Y.Code.or.Value","DXXPT46Y.Value.Description","DXXPT46Y.Count","DXXPT46Y.Cumulative","DXXPT46Y.Skip.to.Item"
"117.3 to 346.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
