"LBD118LC.Code.or.Value","LBD118LC.Value.Description","LBD118LC.Count","LBD118LC.Cumulative","LBD118LC.Skip.to.Item"
"0","At or above the detection limit",251,251,NA
"1","Below lower detection limit",0,251,NA
".","Missing",0,251,NA
