"DXXPT27Y.Code.or.Value","DXXPT27Y.Value.Description","DXXPT27Y.Count","DXXPT27Y.Cumulative","DXXPT27Y.Skip.to.Item"
"108.9 to 355.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
