"RHQ572.Code.or.Value","RHQ572.Value.Description","RHQ572.Count","RHQ572.Cumulative","RHQ572.Skip.to.Item"
"17 to 85","Range of Values",87,87,NA
"777","Refused",0,87,NA
"999","Don't know",5,92,NA
".","Missing",3425,3517,NA
