"DXXPT35X.Code.or.Value","DXXPT35X.Value.Description","DXXPT35X.Count","DXXPT35X.Cumulative","DXXPT35X.Skip.to.Item"
"308.9 to 951.7","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
