"DXXPT41Y.Code.or.Value","DXXPT41Y.Value.Description","DXXPT41Y.Count","DXXPT41Y.Cumulative","DXXPT41Y.Skip.to.Item"
"96.5 to 289.2","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
