"DXXPT87Y.Code.or.Value","DXXPT87Y.Value.Description","DXXPT87Y.Count","DXXPT87Y.Cumulative","DXXPT87Y.Skip.to.Item"
"117.2 to 350.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
