"DXXPT68X.Code.or.Value","DXXPT68X.Value.Description","DXXPT68X.Count","DXXPT68X.Cumulative","DXXPT68X.Skip.to.Item"
"579.9 to 1156.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
