"DXXPT33Y.Code.or.Value","DXXPT33Y.Value.Description","DXXPT33Y.Count","DXXPT33Y.Cumulative","DXXPT33Y.Skip.to.Item"
"145.5 to 383.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
