"DXXPT53Y.Code.or.Value","DXXPT53Y.Value.Description","DXXPT53Y.Count","DXXPT53Y.Cumulative","DXXPT53Y.Skip.to.Item"
"62.6 to 304.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
