"DXXPT45Y.Code.or.Value","DXXPT45Y.Value.Description","DXXPT45Y.Count","DXXPT45Y.Cumulative","DXXPT45Y.Skip.to.Item"
"83.7 to 324.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
