"DXXPT69X.Code.or.Value","DXXPT69X.Value.Description","DXXPT69X.Count","DXXPT69X.Cumulative","DXXPT69X.Skip.to.Item"
"78.3 to 623.5","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
