"DXXPT23X.Code.or.Value","DXXPT23X.Value.Description","DXXPT23X.Count","DXXPT23X.Cumulative","DXXPT23X.Skip.to.Item"
"535.5 to 1122.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
