"AUXLR121.Code.or.Value","AUXLR121.Value.Description","AUXLR121.Count","AUXLR121.Cumulative","AUXLR121.Skip.to.Item"
"-64 to 63","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
