"DXXPT81X.Code.or.Value","DXXPT81X.Value.Description","DXXPT81X.Count","DXXPT81X.Cumulative","DXXPT81X.Skip.to.Item"
"479.2 to 1069.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
