"CBQ700.Code.or.Value","CBQ700.Value.Description","CBQ700.Count","CBQ700.Cumulative","CBQ700.Skip.to.Item"
"1","Always",2908,2908,NA
"2","Most of the time",1312,4220,NA
"3","Sometimes",573,4793,NA
"4","Rarely",229,5022,NA
"5","Never",167,5189,NA
"6","Never seen",7,5196,NA
"7","Refused",0,5196,NA
"9","Don't know",2,5198,NA
".","Missing",1201,6399,NA
