"DXXPT28X.Code.or.Value","DXXPT28X.Value.Description","DXXPT28X.Count","DXXPT28X.Cumulative","DXXPT28X.Skip.to.Item"
"550 to 1135.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
