"DXXPT93X.Code.or.Value","DXXPT93X.Value.Description","DXXPT93X.Count","DXXPT93X.Cumulative","DXXPT93X.Skip.to.Item"
"578.5 to 1156.1","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
