"DXXPT49X.Code.or.Value","DXXPT49X.Value.Description","DXXPT49X.Count","DXXPT49X.Cumulative","DXXPT49X.Skip.to.Item"
"103.8 to 744.7","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
