"AUXLR222.Code.or.Value","AUXLR222.Value.Description","AUXLR222.Count","AUXLR222.Cumulative","AUXLR222.Skip.to.Item"
"-49 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
