"DXXPT33Y.Code.or.Value","DXXPT33Y.Value.Description","DXXPT33Y.Count","DXXPT33Y.Cumulative","DXXPT33Y.Skip.to.Item"
"99.6 to 291.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
