"DXXPT47X.Code.or.Value","DXXPT47X.Value.Description","DXXPT47X.Count","DXXPT47X.Cumulative","DXXPT47X.Skip.to.Item"
"168.2 to 812.3","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
