"DXXPT47X.Code.or.Value","DXXPT47X.Value.Description","DXXPT47X.Count","DXXPT47X.Cumulative","DXXPT47X.Skip.to.Item"
"29.1 to 488.6","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
