"DXXPT78X.Code.or.Value","DXXPT78X.Value.Description","DXXPT78X.Count","DXXPT78X.Cumulative","DXXPT78X.Skip.to.Item"
"247.3 to 892.8","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
