"OHQ850.Code.or.Value","OHQ850.Value.Description","OHQ850.Count","OHQ850.Cumulative","OHQ850.Skip.to.Item"
"1","Yes",1086,1086,NA
"2","No",3705,4791,NA
"7","Refused",0,4791,NA
"9","Don't know",22,4813,NA
".","Missing",4957,9770,NA
