"AUXLR247.Code.or.Value","AUXLR247.Value.Description","AUXLR247.Count","AUXLR247.Cumulative","AUXLR247.Skip.to.Item"
"-3 to 53","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
