"DXXPT0Y.Code.or.Value","DXXPT0Y.Value.Description","DXXPT0Y.Count","DXXPT0Y.Cumulative","DXXPT0Y.Skip.to.Item"
"43.5 to 274.4","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
