"DXXPT92X.Code.or.Value","DXXPT92X.Value.Description","DXXPT92X.Count","DXXPT92X.Cumulative","DXXPT92X.Skip.to.Item"
"397.7 to 996","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
