"WTSPH52.Code.or.Value","WTSPH52.Value.Description","WTSPH52.Count","WTSPH52.Cumulative","WTSPH52.Skip.to.Item"
"0.0000000 to 783993.6852100","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
