"DXXPT57Y.Code.or.Value","DXXPT57Y.Value.Description","DXXPT57Y.Count","DXXPT57Y.Cumulative","DXXPT57Y.Skip.to.Item"
"45.6 to 231.3","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
