"DXXPT72Y.Code.or.Value","DXXPT72Y.Value.Description","DXXPT72Y.Count","DXXPT72Y.Cumulative","DXXPT72Y.Skip.to.Item"
"155.9 to 398.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
