"AUXLR258.Code.or.Value","AUXLR258.Value.Description","AUXLR258.Count","AUXLR258.Cumulative","AUXLR258.Skip.to.Item"
"-36 to 51","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
