"DXXPT28X.Code.or.Value","DXXPT28X.Value.Description","DXXPT28X.Count","DXXPT28X.Cumulative","DXXPT28X.Skip.to.Item"
"302.8 to 947.7","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
