"DXXPT3Y.Code.or.Value","DXXPT3Y.Value.Description","DXXPT3Y.Count","DXXPT3Y.Cumulative","DXXPT3Y.Skip.to.Item"
"181.4 to 412.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
