"DXXPT92X.Code.or.Value","DXXPT92X.Value.Description","DXXPT92X.Count","DXXPT92X.Cumulative","DXXPT92X.Skip.to.Item"
"114.4 to 758.5","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
