"DXXPT31X.Code.or.Value","DXXPT31X.Value.Description","DXXPT31X.Count","DXXPT31X.Cumulative","DXXPT31X.Skip.to.Item"
"171.1 to 811.9","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
