"DXXPT24Y.Code.or.Value","DXXPT24Y.Value.Description","DXXPT24Y.Count","DXXPT24Y.Cumulative","DXXPT24Y.Skip.to.Item"
"104.2 to 298.2","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
