"DXXPT10Y.Code.or.Value","DXXPT10Y.Value.Description","DXXPT10Y.Count","DXXPT10Y.Cumulative","DXXPT10Y.Skip.to.Item"
"181.8 to 423.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
