"DXXPT15Y.Code.or.Value","DXXPT15Y.Value.Description","DXXPT15Y.Count","DXXPT15Y.Cumulative","DXXPT15Y.Skip.to.Item"
"154.7 to 387.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
